id,type,source,target
912497,/,213277,213285
912498,\,213281,213277
912499,/,213277,213281
912500,\,213294,213277
912501,/,213277,213294
912502,\,213293,213277
912503,/,213277,213293
912504,\,213295,213277
912505,/,213277,213295
912506,\,213291,213277
912507,/,213277,213291
912508,\,213282,213278
912509,/,213278,213282
912510,\,213290,213278
912511,/,213278,213290
912512,\,213267,213269
912513,/,213269,213267
912514,\,213268,213269
912515,/,213269,213268
912516,\,213197,213196
912517,/,213196,213197
912518,\,216083,216081
912519,/,216081,216083
912520,\,216084,216081
912521,/,216081,216084
912522,\,216085,216081
912523,/,216081,216085
912524,\,216082,216081
912525,/,216081,216082
912526,\,216086,216081
912527,/,216081,216086
912528,\,216069,216068
912529,/,216068,216069
912530,\,216073,216068
912531,/,216068,216073
912532,\,216070,216068
912533,/,216068,216070
912534,\,216071,216068
912535,/,216068,216071
912536,\,216097,216096
912537,/,216096,216097
912538,\,216098,216096
912539,/,216096,216098
912540,\,216101,216100
912541,/,216100,216101
912542,\,216102,216100
912543,/,216100,216102
912544,\,216104,216100
912545,/,216100,216104
912546,\,216103,216100
912547,/,216100,216103
912548,\,216105,216100
912549,/,216100,216105
912550,\,216077,216075
912551,/,216075,216077
912552,\,216078,216075
912553,/,216075,216078
912554,\,216079,216078
912555,/,216078,216079
912556,\,214233,213916
912557,/,213916,214233
912558,\,214981,213916
912559,/,213916,214981
912560,\,214265,214264
912561,/,214264,214265
912562,\,214266,214264
912563,/,214264,214266
912564,\,214299,214238
912565,/,214238,214299
912566,\,214300,214299
912567,/,214299,214300
912568,\,214301,214238
912569,/,214238,214301
912570,\,214303,214238
912571,/,214238,214303
912572,\,214304,214238
912573,/,214238,214304
912574,\,214241,214239
912575,/,214239,214241
912576,\,214240,214241
912577,/,214241,214240
912578,\,214242,214239
912579,/,214239,214242
912580,\,214243,214239
912581,/,214239,214243
912582,\,214250,214239
912583,/,214239,214250
912584,\,214251,214239
912585,/,214239,214251
912586,\,214245,214239
912587,/,214239,214245
912588,\,214246,214239
912589,/,214239,214246
912590,\,214244,214239
912591,/,214239,214244
912592,\,214249,214239
912593,/,214239,214249
912594,\,214247,214249
912595,/,214249,214247
912598,\,214311,214309
912599,/,214309,214311
912600,\,214310,214309
912601,/,214309,214310
912602,\,214298,214297
912603,/,214297,214298
912604,\,214313,214312
912605,/,214312,214313
912606,\,214321,214316
912607,/,214316,214321
912608,\,214320,214316
912609,/,214316,214320
912610,\,214322,214316
912611,/,214316,214322
912614,\,214254,214325
912615,/,214325,214254
912616,\,214255,214254
912617,/,214254,214255
912618,\,214256,214325
912619,/,214325,214256
912620,\,214259,214325
912621,/,214325,214259
912622,\,214260,214259
912623,/,214259,214260
912624,\,214258,214325
912625,/,214325,214258
912626,\,214257,214258
912627,/,214258,214257
912628,\,214305,214325
912629,/,214325,214305
912630,\,214306,214325
912631,/,214325,214306
912632,\,214307,214325
912633,/,214325,214307
912634,\,214308,214307
912635,/,214307,214308
912636,\,214328,214325
912637,/,214325,214328
912638,\,214329,214325
912639,/,214325,214329
912640,\,214330,214325
912641,/,214325,214330
912642,\,214280,214325
912643,/,214325,214280
912644,\,214261,214332
912645,/,214332,214261
912646,\,214263,214332
912647,/,214332,214263
912648,\,214262,214332
912649,/,214332,214262
912650,\,214333,214332
912651,/,214332,214333
912652,\,214314,214334
912653,/,214334,214314
912654,\,214236,214342
912655,/,214342,214236
912656,\,214237,214342
912657,/,214342,214237
912658,\,214343,214342
912659,/,214342,214343
912660,\,214289,214288
912661,/,214288,214289
912662,\,214291,214288
912663,/,214288,214291
912664,\,214293,214288
912665,/,214288,214293
912666,\,214292,214288
912667,/,214288,214292
912668,\,214274,214273
912669,/,214273,214274
912670,\,214276,214273
912671,/,214273,214276
912672,\,214277,214273
912673,/,214273,214277
912674,\,214278,214273
912675,/,214273,214278
912676,\,214285,214273
912677,/,214273,214285
912678,\,214281,214284
912679,/,214284,214281
912680,\,214283,214284
912681,/,214284,214283
912682,\,214282,214284
912683,/,214284,214282
912684,\,214270,214269
912685,/,214269,214270
912686,\,214271,214269
912687,/,214269,214271
912688,\,214124,214123
912689,/,214123,214124
912690,\,214125,214123
912691,/,214123,214125
912692,\,214104,214106
912693,/,214106,214104
912694,\,214155,214104
912695,/,214104,214155
912696,\,214115,214106
912697,/,214106,214115
912698,\,214116,214115
912699,/,214115,214116
912700,\,214119,214106
912701,/,214106,214119
912702,\,214117,214106
912703,/,214106,214117
912704,\,214111,214117
912705,/,214117,214111
912706,\,214118,214106
912707,/,214106,214118
912708,\,214110,214106
912709,/,214106,214110
912710,\,214107,214106
912711,/,214106,214107
912712,\,214108,214106
912713,/,214106,214108
912714,\,214109,214106
912715,/,214106,214109
912716,\,214159,214106
912717,/,214106,214159
912718,\,214160,214106
912719,/,214106,214160
912720,\,214114,214113
912721,/,214113,214114
912722,\,456091,214156
912723,/,214156,456091
912724,\,214165,214158
912725,/,214158,214165
912726,\,214153,214151
912727,/,214151,214153
912730,\,214112,214172
912731,/,214172,214112
912732,\,214161,214105
912733,/,214105,214161
912734,\,214162,214105
912735,/,214105,214162
912736,\,214163,214105
912737,/,214105,214163
912738,\,214166,214105
912739,/,214105,214166
912740,\,214167,214166
912741,/,214166,214167
912742,\,214169,214105
912743,/,214105,214169
912744,\,214168,214105
912745,/,214105,214168
912746,\,214127,214105
912747,/,214105,214127
912748,\,214171,214136
912749,/,214136,214171
912750,\,214137,214136
912751,/,214136,214137
912752,\,214138,214136
912753,/,214136,214138
912754,\,214139,214136
912755,/,214136,214139
912756,\,214140,214136
912757,/,214136,214140
912758,\,214143,214136
912759,/,214136,214143
912760,\,214142,214136
912761,/,214136,214142
912762,\,214141,214136
912763,/,214136,214141
912764,\,214144,214136
912765,/,214136,214144
912766,\,214145,214136
912767,/,214136,214145
912768,\,214146,214136
912769,/,214136,214146
912770,\,214203,214136
912771,/,214136,214203
912772,\,214202,214130
912773,/,214130,214202
912774,\,213980,213979
912775,/,213979,213980
912776,\,213981,213980
912777,/,213980,213981
912778,\,213986,213980
912779,/,213980,213986
912780,\,213985,213980
912781,/,213980,213985
912782,\,214011,213979
912783,/,213979,214011
912784,\,214012,214011
912785,/,214011,214012
912786,\,213982,213979
912787,/,213979,213982
912788,\,213983,213979
912789,/,213979,213983
912790,\,214013,213979
912791,/,213979,214013
912792,\,214010,214009
912793,/,214009,214010
912794,\,214005,214004
912795,/,214004,214005
912796,\,214007,214004
912797,/,214004,214007
912798,\,214006,214004
912799,/,214004,214006
912800,\,213988,213987
912801,/,213987,213988
912802,\,213997,213996
912803,/,213996,213997
912804,\,213993,213996
912805,/,213996,213993
912806,\,213995,213996
912807,/,213996,213995
912808,\,213990,213996
912809,/,213996,213990
912810,\,213991,213996
912811,/,213996,213991
912812,\,213994,213992
912813,/,213992,213994
912814,\,214195,214197
912815,/,214197,214195
912816,\,214193,214195
912817,/,214195,214193
912820,\,214194,214195
912821,/,214195,214194
912822,\,214220,214195
912823,/,214195,214220
912824,\,214222,214197
912825,/,214197,214222
912826,\,214199,214197
912827,/,214197,214199
912828,\,214224,214197
912829,/,214197,214224
912830,\,214223,214224
912831,/,214224,214223
912832,\,214225,214224
912833,/,214224,214225
912834,\,214229,214227
912835,/,214227,214229
912836,\,214230,214229
912837,/,214229,214230
912840,\,214231,214227
912841,/,214227,214231
912842,\,214232,214227
912843,/,214227,214232
912844,\,214205,214204
912845,/,214204,214205
912846,\,214210,214212
912847,/,214212,214210
912848,\,214211,214212
912849,/,214212,214211
912850,\,214213,214212
912851,/,214212,214213
912852,\,214217,214212
912853,/,214212,214217
912854,\,214209,214212
912855,/,214212,214209
912856,\,214219,214212
912857,/,214212,214219
912858,\,214214,214212
912859,/,214212,214214
912860,\,214215,214212
912861,/,214212,214215
912862,\,214216,214212
912863,/,214212,214216
912864,\,214218,214212
912865,/,214212,214218
912866,\,214208,214207
912867,/,214207,214208
912868,\,214984,214983
912869,/,214983,214984
912870,\,214985,214984
912871,/,214984,214985
912872,\,215038,214983
912873,/,214983,215038
912874,\,456122,214983
912875,/,214983,456122
912876,\,215039,214983
912877,/,214983,215039
912878,\,215040,214983
912879,/,214983,215040
912880,\,215041,214983
912881,/,214983,215041
912882,\,214989,214988
912883,/,214988,214989
912884,\,214990,214988
912885,/,214988,214990
912886,\,214986,215045
912887,/,215045,214986
912888,\,215022,215020
912889,/,215020,215022
912890,\,215023,215021
912891,/,215021,215023
912892,\,215024,215021
912893,/,215021,215024
912894,\,215030,215021
912895,/,215021,215030
912896,\,215028,215025
912897,/,215025,215028
912898,\,215029,215025
912899,/,215025,215029
912900,\,215031,215025
912901,/,215025,215031
912902,\,215032,215025
912903,/,215025,215032
912904,\,215033,215034
912905,/,215034,215033
912906,\,215003,215001
912907,/,215001,215003
912908,\,215002,215001
912909,/,215001,215002
912910,\,214999,215001
912911,/,215001,214999
912912,\,215004,215001
912913,/,215001,215004
912914,\,215005,215001
912915,/,215001,215005
912916,\,215006,215001
912917,/,215001,215006
912918,\,215007,215001
912919,/,215001,215007
912920,\,215017,215016
912921,/,215016,215017
912922,\,215014,215013
912923,/,215013,215014
912924,\,215011,215010
912925,/,215010,215011
912926,\,214019,214018
912927,/,214018,214019
912928,\,214063,214026
912929,/,214026,214063
912930,\,456090,214091
912931,/,214091,456090
912932,\,214025,214091
912933,/,214091,214025
912934,\,214037,214091
912935,/,214091,214037
912936,\,214039,214037
912937,/,214037,214039
912940,\,214096,214094
912941,/,214094,214096
912942,\,214099,214094
912943,/,214094,214099
912944,\,214097,214094
912945,/,214094,214097
912946,\,214098,214094
912947,/,214094,214098
912948,\,214067,214066
912949,/,214066,214067
912950,\,214040,214066
912951,/,214066,214040
912952,\,214041,214066
912953,/,214066,214041
912954,\,214022,214101
912955,/,214101,214022
912956,\,214023,214101
912957,/,214101,214023
912958,\,214024,214101
912959,/,214101,214024
912960,\,214102,214101
912961,/,214101,214102
912962,\,214070,214101
912963,/,214101,214070
912964,\,214033,214029
912965,/,214029,214033
912966,\,214034,214029
912967,/,214029,214034
912968,\,214035,214029
912969,/,214029,214035
912970,\,214086,214085
912971,/,214085,214086
912972,\,214089,214088
912973,/,214088,214089
912974,\,214069,214071
912975,/,214071,214069
912976,\,214073,214071
912977,/,214071,214073
912978,\,214072,214073
912979,/,214073,214072
912980,\,214075,214079
912981,/,214079,214075
912982,\,214076,214075
912983,/,214075,214076
912984,\,214077,214079
912985,/,214079,214077
912986,\,214056,214054
912987,/,214054,214056
912988,\,214058,214054
912989,/,214054,214058
912990,\,214056,214054
912991,/,214054,214056
912992,\,214050,214049
912993,/,214049,214050
912994,\,214051,214049
912995,/,214049,214051
912996,\,214052,214049
912997,/,214049,214052
912998,\,214476,214436
912999,/,214436,214476
913000,\,214478,214436
913001,/,214436,214478
913002,\,214477,214436
913003,/,214436,214477
913004,\,214483,214479
913005,/,214479,214483
913006,\,214482,214479
913007,/,214479,214482
913008,\,214485,214479
913009,/,214479,214485
913010,\,214486,214479
913011,/,214479,214486
913012,\,214484,214479
913013,/,214479,214484
913014,\,214459,214457
913015,/,214457,214459
913016,\,214460,214459
913017,/,214459,214460
913018,\,214441,214489
913019,/,214489,214441
913020,\,214440,214441
913021,/,214441,214440
913022,\,214444,214489
913023,/,214489,214444
913024,\,214446,214489
913025,/,214489,214446
913026,\,214443,214489
913027,/,214489,214443
913028,\,214445,214489
913029,/,214489,214445
913030,\,214487,214489
913031,/,214489,214487
913032,\,214488,214489
913033,/,214489,214488
913034,\,214451,214489
913035,/,214489,214451
913036,\,214490,214489
913037,/,214489,214490
913038,\,214491,214489
913039,/,214489,214491
913040,\,214447,214489
913041,/,214489,214447
913042,\,214473,214472
913043,/,214472,214473
913044,\,214474,214472
913045,/,214472,214474
913046,\,214468,214469
913047,/,214469,214468
913048,\,214471,214469
913049,/,214469,214471
913050,\,214470,214471
913051,/,214471,214470
913052,\,214532,214531
913053,/,214531,214532
913054,\,214519,214520
913055,/,214520,214519
913056,\,214626,214625
913057,/,214625,214626
913058,\,214627,214625
913059,/,214625,214627
913060,\,214608,214607
913061,/,214607,214608
913062,\,214614,214607
913063,/,214607,214614
913064,\,456115,214607
913065,/,214607,456115
913066,\,214612,214609
913067,/,214609,214612
913068,\,214498,214499
913069,/,214499,214498
913070,\,214500,214499
913071,/,214499,214500
913072,\,214501,214500
913073,/,214500,214501
913074,\,214502,214500
913075,/,214500,214502
913078,\,214508,214499
913079,/,214499,214508
913080,\,214509,214499
913081,/,214499,214509
913082,\,214515,214499
913083,/,214499,214515
913084,\,214517,214499
913085,/,214499,214517
913086,\,214510,214516
913087,/,214516,214510
913088,\,214511,214516
913089,/,214516,214511
913090,\,214555,214554
913091,/,214554,214555
913092,\,214557,214558
913093,/,214558,214557
913094,\,214561,214558
913095,/,214558,214561
913096,\,214560,214559
913097,/,214559,214560
913098,\,214493,214494
913099,/,214494,214493
913100,\,214548,214547
913101,/,214547,214548
913102,\,214551,214547
913103,/,214547,214551
913104,\,214550,214547
913105,/,214547,214550
913106,\,214617,214619
913107,/,214619,214617
913108,\,214618,214619
913109,/,214619,214618
913110,\,214569,214568
913111,/,214568,214569
913112,\,214570,214568
913113,/,214568,214570
