,+c,464661,226867
1389009,+c,464661,296444
1389010,-c,296444,464661
1389011,+c,460502,296543
1389012,-c,296543,460502
1389013,+c,370259,296543
1389014,-c,296543,370259
1389015,+c,301508,296565
1389016,-c,296565,301508
1389017,+c,466392,296576
1389018,-c,296576,466392
1389019,+c,404774,296575
1389020,-c,296575,404774
1389021,+c,296577,296579
1389022,-c,296579,296577
1389023,+c,296577,296578
1389024,-c,296578,296577
1389025,+c,296577,296580
1389026,-c,296580,296577
1389027,+c,272156,290383
1389028,-c,290383,272156
1389029,+c,277664,290381
1389030,-c,290381,277664
1389031,+c,254580,460315
1389032,-c,460315,254580
1389033,+c,240432,290366
1389034,-c,290366,240432
1389035,+c,458920,290377
1389036,-c,290377,458920
1389037,+c,268447,290378
1389038,-c,290378,268447
1389039,+c,318035,290514
1389040,-c,290514,318035
1389041,+c,328947,290520
1389042,-c,290520,328947
1389043,+c,296582,290391
1389044,-c,290391,296582
1389045,+c,298896,290392
1389046,-c,290392,298896
1389047,+c,342326,290526
1389048,-c,290526,342326
1389049,+c,462650,290525
1389050,-c,290525,462650
1389051,+c,242445,290525
1389052,-c,290525,242445
1389053,+c,288704,290389
1389054,-c,290389,288704
1389055,+c,388287,290531
1389056,-c,290531,388287
1389057,+c,466195,290535
1389058,-c,290535,466195
1389059,+c,467226,290547
1389060,-c,290547,467226
1389061,+c,463707,290529
1389062,-c,290529,463707
1389063,+c,361345,290527
1389064,-c,290527,361345
1389065,+c,291558,291559
1389066,-c,291559,291558
1389067,+c,236838,291559
1389068,-c,291559,236838
1389069,+c,291558,291560
1389070,-c,291560,291558
1389071,+c,281437,290419
1389072,-c,290419,281437
1389073,+c,284016,290420
1389074,-c,290420,284016
1389075,+c,277566,290418
1389076,-c,290418,277566
1389079,+c,243020,290405
1389080,-c,290405,243020
1389081,+c,334266,290450
1389082,-c,290450,334266
1389083,+c,334266,290451
1389084,-c,290451,334266
1389085,+c,336529,290454
1389086,-c,290454,336529
1389087,+c,460529,290432
1389088,-c,290432,460529
1389089,+c,460347,290427
1389090,-c,290427,460347
1389091,+c,292058,290428
1389092,-c,290428,292058
1389093,+c,409891,290478
1389094,-c,290478,409891
1389095,+c,288704,290426
1389096,-c,290426,288704
1389101,+c,391080,290474
1389102,-c,290474,391080
1389103,+c,465224,290472
1389104,-c,290472,465224
1389105,+c,418052,290479
1389106,-c,290479,418052
1389107,+c,336529,290480
1389108,-c,290480,336529
1389109,+c,252798,291408
1389110,-c,291408,252798
1389111,+c,252798,291409
1389112,-c,291409,252798
1389113,+c,305672,291428
1389114,-c,291428,305672
1389115,+c,291411,291412
1389116,-c,291412,291411
1389119,+c,291572,291420
1389120,-c,291420,291572
1389121,+c,391080,291427
1389122,-c,291427,391080
1389123,+c,346359,291423
1389124,-c,291423,346359
1389125,+c,248239,291520
1389126,-c,291520,248239
1389127,+c,405361,291537
1389128,-c,291537,405361
1389129,+c,466404,460341
1389130,-c,460341,466404
1389131,+c,259859,291450
1389132,-c,291450,259859
1389133,+c,272156,291478
1389134,-c,291478,272156
1389135,+c,263867,291452
1389136,-c,291452,263867
1389137,+c,318035,291462
1389138,-c,291462,318035
1389139,+c,260218,291461
1389140,-c,291461,260218
1389141,+c,291494,291495
1389142,-c,291495,291494
1389145,+c,290558,460317
1389146,-c,460317,290558
1389147,+c,290559,290561
1389148,-c,290561,290559
1389149,+c,272156,290660
1389150,-c,290660,272156
1389151,+c,272156,290661
1389152,-c,290661,272156
1389153,+c,272156,290662
1389154,-c,290662,272156
1389155,+c,272156,290663
1389156,-c,290663,272156
1389157,+c,342687,290663
1389158,-c,290663,342687
1389159,+c,272156,290666
1389160,-c,290666,272156
1389161,+c,423151,290666
1389162,-c,290666,423151
1389163,+c,272156,290664
1389164,-c,290664,272156
1389165,+c,272156,290665
1389166,-c,290665,272156
1389169,+c,283731,290697
1389170,-c,290697,283731
1389171,+c,283133,290695
1389172,-c,290695,283133
1389175,+c,279085,290684
1389176,-c,290684,279085
1389177,+c,279097,290685
1389178,-c,290685,279097
1389179,+c,286994,290703
1389180,-c,290703,286994
1389181,+c,276310,290677
1389182,-c,290677,276310
1389183,+c,276313,290678
1389184,-c,290678,276313
1389185,+c,259388,290631
1389186,-c,290631,259388
1389187,+c,257376,290629
1389188,-c,290629,257376
1389189,+c,240432,290607
1389190,-c,290607,240432
1389191,+c,458933,290638
1389192,-c,290638,458933
1389193,+c,266770,290639
1389194,-c,290639,266770
1389195,+c,374984,290994
1389196,-c,290994,374984
1389197,+c,464661,290996
1389198,-c,290996,464661
1389199,+c,251969,290624
1389200,-c,290624,251969
1389201,+c,248239,290621
1389202,-c,290621,248239
1389203,+c,246747,290616
1389204,-c,290616,246747
1389205,+c,460969,290770
1389206,-c,290770,460969
1389207,+c,318035,290798
1389208,-c,290798,318035
1389209,+c,251336,290787
1389210,-c,290787,251336
1389211,+c,461116,290789
1389212,-c,290789,461116
1389213,+c,335814,290791
1389214,-c,290791,335814
1389215,+c,461464,290790
1389216,-c,290790,461464
1389217,+c,328947,290790
1389218,-c,290790,328947
1389219,+c,461464,290788
1389220,-c,290788,461464
1389221,+c,460457,290788
1389222,-c,290788,460457
1389223,+c,335814,290838
1389224,-c,290838,335814
1389225,+c,462401,290836
1389226,-c,290836,462401
1389227,+c,335545,290837
1389228,-c,290837,335545
1389229,+c,334266,290830
1389230,-c,290830,334266
1389231,+c,334311,290831
1389232,-c,290831,334311
1389233,+c,337475,290841
1389234,-c,290841,337475
1389235,+c,462039,290813
1389236,-c,290813,462039
1389237,+c,331456,290821
1389238,-c,290821,331456
1389239,+c,462149,290820
1389240,-c,290820,462149
1389241,+c,462149,290819
1389242,-c,290819,462149
1389247,+c,320737,290804
1389248,-c,290804,320737
1389249,+c,456933,290595
1389250,-c,290595,456933
1389251,+c,456958,290596
1389252,-c,290596,456958
1389253,+c,229960,290593
1389254,-c,290593,229960
1389255,+c,294380,290718
1389256,-c,290718,294380
1389257,+c,460502,290725
1389258,-c,290725,460502
1389259,+c,460502,290726
1389260,-c,290726,460502
1389265,+c,460502,290737
1389266,-c,290737,460502
1389267,+c,460512,290732
1389268,-c,290732,460512
1389269,+c,460512,290733
1389270,-c,290733,460512
1389271,+c,460518,290735
1389272,-c,290735,460518
1389273,+c,460518,290734
1389274,-c,290734,460518
1389275,+c,460518,290734
1389276,-c,290734,460518
1389277,+c,296582,290738
1389278,-c,290738,296582
1389279,+c,460413,290721
1389280,-c,290721,460413
1389281,+c,296244,290724
1389282,-c,290724,296244
1389283,+c,300231,290759
1389284,-c,290759,300231
1389285,+c,300276,290760
1389286,-c,290760,300276
1389287,+c,300582,290762
1389288,-c,290762,300582
1389289,+c,292058,290765
1389290,-c,290765,292058
1389291,+c,298018,290751
1389292,-c,290751,298018
1389293,+c,298018,290752
1389294,-c,290752,298018
1389295,+c,464661,290752
1389296,-c,290752,464661
1389297,+c,294088,290716
1389298,-c,290716,294088
1389299,+c,409891,291027
1389300,-c,291027,409891
1389301,+c,409918,291029
1389302,-c,291029,409918
1389303,+c,342051,290919
1389304,-c,290919,342051
1389305,+c,288229,290707
1389306,-c,290707,288229
1389307,+c,288632,290709
1389308,-c,290709,288632
1389309,+c,289613,290713
1389310,-c,290713,289613
1389311,+c,385951,290998
1389312,-c,290998,385951
1389313,+c,388445,291002
1389314,-c,291002,388445
1389315,+c,388445,291001
1389316,-c,291001,388445
1389319,+c,388445,291003
1389320,-c,291003,388445
1389321,+c,464039,291003
1389322,-c,291003,464039
1389323,+c,389945,291006
1389324,-c,291006,389945
1389325,+c,388349,290999
1389326,-c,290999,388349
1389327,+c,405885,291024
1389328,-c,291024,405885
1389329,+c,403878,291022
1389330,-c,291022,403878
1389331,+c,318035,291016
1389332,-c,291016,318035
1389333,+c,467350,291037
1389334,-c,291037,467350
1389335,+c,420659,291033
1389336,-c,291033,420659
1389337,+c,423151,291038
1389338,-c,291038,423151
1389339,+c,423151,291039
1389340,-c,291039,423151
1389341,+c,346359,290954
1389342,-c,290954,346359
1389343,+c,463707,290979
1389344,-c,290979,463707
1389345,+c,369802,290984
1389346,-c,290984,369802
1389347,+c,369820,290985
1389348,-c,290985,369820
1389349,+c,361234,290974
1389350,-c,290974,361234
1389365,+c,361226,290970
1389366,-c,290970,361226
1389367,+c,463984,290982
1389368,-c,290982,463984
1389369,+c,291352,291353
1389370,-c,291353,291352
1389371,+c,463696,291353
1389372,-c,291353,463696
1389373,+c,291354,291355
1389374,-c,291355,291354
1389375,+c,274995,290870
1389376,-c,290870,274995
1389377,+c,276310,290871
1389378,-c,290871,276310
1389379,+c,276313,290872
1389380,-c,290872,276313
1389381,+c,378440,290902
1389382,-c,290902,378440
1389383,+c,464661,290900
1389384,-c,290900,464661
1389385,+c,378213,290901
1389386,-c,290901,378213
1389387,+c,320218,290878
1389388,-c,290878,320218
1389389,+c,462149,290883
1389390,-c,290883,462149
1389391,+c,232000,290860
1389392,-c,290860,232000
1389393,+c,343862,290884
1389394,-c,290884,343862
1389395,+c,288229,290873
1389396,-c,290873,288229
1389397,+c,388349,290904
1389398,-c,290904,388349
1389399,+c,378440,290909
1389400,-c,290909,378440
1389401,+c,361234,290889
1389402,-c,290889,361234
1389403,+c,463984,290892
1389404,-c,290892,463984
1389405,+c,463984,290893
1389406,-c,290893,463984
1389407,+c,290936,290939
1389408,-c,290939,290936
1389409,+c,290936,290938
1389410,-c,290938,290936
1389411,+c,290936,290940
1389412,-c,290940,290936
1389413,+c,290936,290943
1389414,-c,290943,290936
1389415,+c,290936,290942
1389416,-c,290942,290936
1389417,+c,290936,290941
1389418,-c,290941,290936
1389419,+c,460326,291057
1389420,-c,291057,460326
1389421,+c,460326,291082
1389422,-c,291082,460326
1389423,+c,460326,291054
1389424,-c,291054,460326
1389425,+c,460326,291069
1389426,-c,291069,460326
1389427,+c,460326,460329
1389428,-c,460329,460326
1389431,+c,460326,291083
1389432,-c,291083,460326
1389433,+c,460326,291084
1389434,-c,291084,460326
1389435,+c,226005,291084
1389436,-c,291084,226005
1389437,+c,460326,291087
1389438,-c,291087,460326
1389439,+c,460326,291094
1389440,-c,291094,460326
1389441,+c,460326,291093
1389442,-c,291093,460326
1389443,+c,460326,291091
1389444,-c,291091,460326
1389445,+c,460326,291092
1389446,-c,291092,460326
1389447,+c,460326,291100
1389448,-c,291100,460326
1389449,+c,460326,291101
1389450,-c,291101,460326
1389451,+c,416128,291101
1389452,-c,291101,416128
1389453,+c,460326,291096
1389454,-c,291096,460326
1389455,+c,460326,291097
1389456,-c,291097,460326
1389457,+c,286965,291097
1389458,-c,291097,286965
1389459,+c,460326,291098
1389460,-c,291098,460326
1389461,+c,460326,291099
1389462,-c,291099,460326
1389463,+c,460326,291088
1389464,-c,291088,460326
1389465,+c,460326,291102
1389466,-c,291102,460326
1389467,+c,429572,291102
1389468,-c,291102,429572
1389471,+c,378440,291266
1389472,-c,291266,378440
1389473,+c,464661,291264
1389474,-c,291264,464661
1389475,+c,464661,291264
1389476,-c,291264,464661
1389477,+c,457762,460331
1389478,-c,460331,457762
1389479,+c,244304,291129
1389480,-c,291129,244304
1389481,+c,243241,291124
1389482,-c,291124,243241
1389483,+c,461007,291238
1389484,-c,291238,461007
1389485,+c,457762,291282
1389486,-c,291282,457762
1389487,+c,457762,291280
1389488,-c,291280,457762
1389489,+c,457762,291281
1389490,-c,291281,457762
1389491,+c,457762,291283
1389492,-c,291283,457762
1389493,+c,457762,291284
1389494,-c,291284,457762
1389495,+c,347420,291284
1389496,-c,291284,347420
1389497,+c,456789,291118
1389498,-c,291118,456789
1389499,+c,456933,291119
1389500,-c,291119,456933
1389501,+c,456958,291120
1389502,-c,291120,456958
1389503,+c,290235,291146
1389504,-c,291146,290235
1389505,+c,289512,291145
1389506,-c,291145,289512
1389507,+c,388349,291268
1389508,-c,291268,388349
1389509,+c,427633,291279
1389510,-c,291279,427633
1389511,+c,378440,291253
1389512,-c,291253,378440
1389513,+c,463707,291257
1389514,-c,291257,463707
1389515,+c,463707,291258
1389516,-c,291258,463707
1389517,+c,463696,291254
1389518,-c,291254,463696
1389519,+c,463698,291255
1389520,-c,291255,463698
1389521,+c,288818,291337
1389522,-c,291337,288818
1389523,+c,460334,291341
1389524,-c,291341,460334
1389525,+c,460334,291339
1389526,-c,291339,460334
1389527,+c,460334,291340
1389528,-c,291340,460334
1389529,+c,291343,291344
1389530,-c,291344,291343
1389531,+c,300505,291344
1389532,-c,291344,300505
1389533,+c,291343,291345
1389534,-c,291345,291343
1389535,+c,465441,291348
1389536,-c,291348,465441
1389537,+c,288818,291336
1389538,-c,291336,288818
1389539,+c,291325,291327
1389540,-c,291327,291325
1389541,+c,291325,291328
1389542,-c,291328,291325
1389543,+c,291325,291326
1389544,-c,291326,291325
1389545,+c,278409,291326
1389546,-c,291326,278409
1389547,+c,291325,291333
1389548,-c,291333,291325
1389549,+c,291325,291331
1389550,-c,291331,291325
1389551,+c,355103,291331
1389552,-c,291331,355103
1389553,+c,291325,291329
1389554,-c,291329,291325
1389555,+c,347420,291329
1389556,-c,291329,347420
1389557,+c,291325,291330
1389558,-c,291330,291325
1389559,+c,354401,291330
1389560,-c,291330,354401
1389561,+c,291325,291332
1389562,-c,291332,291325
1389563,+c,359977,291332
1389564,-c,291332,359977
1389567,+c,283731,291179
1389568,-c,291179,283731
1389569,+c,430970,291210
1389570,-c,291210,430970
1389571,+c,289724,291188
1389572,-c,291188,289724
1389573,+c,466662,291207
1389574,-c,291207,466662
1389575,+c,334266,291181
1389576,-c,291181,334266
1389577,+c,465505,291205
1389578,-c,291205,465505
1389579,+c,361946,291198
1389580,-c,291198,361946
1389583,+c,456958,291199
1389584,-c,291199,456958
1389585,+c,463984,291200
1389586,-c,291200,463984
1389587,+c,463984,291201
1389588,-c,291201,463984
1389589,+c,407487,291174
1389590,-c,291174,407487
1389591,+c,460332,460333
1389592,-c,460333,460332
1389593,+c,407487,460333
1389594,-c,460333,407487
1389595,+c,291288,291296
1389596,-c,291296,291288
1389597,+c,291288,291291
1389598,-c,291291,291288
1389599,+c,291288,291292
1389600,-c,291292,291288
1389601,+c,291288,291290
1389602,-c,291290,291288
1389603,+c,291288,291294
1389604,-c,291294,291288
1389605,+c,291288,291293
1389606,-c,291293,291288
1389607,+c,291288,291295
1389608,-c,291295,291288
1389609,+c,291288,291300
1389610,-c,291300,291288
1389611,+c,291288,291299
1389612,-c,291299,291288
1389613,+c,291288,291301
1389614,-c,291301,291288
1389615,+c,305068,291301
1389616,-c,291301,305068
1389617,+c,291288,291302
1389618,-c,291302,291288
1389619,+c,291288,291303
1389620,-c,291303,291288
1389621,+c,291288,291305
1389622,-c,291305,291288
1389623,+c,291288,291304
1389624,-c,291304,291288
1389625,+c,291288,291297
1389626,-c,291297,291288
1389627,+c,291235,291297
1389628,-c,291297,291235
1389629,+c,291288,291315
1389630,-c,291315,291288
1389631,+c,291288,291307
1389632,-c,291307,291288
1389633,+c,291288,291306
1389634,-c,291306,291288
1389635,+c,291288,291314
1389636,-c,291314,291288
1389637,+c,291288,291313
1389638,-c,291313,291288
1389639,+c,291288,291311
1389640,-c,291311,291288
1389641,+c,291288,291310
1389642,-c,291310,291288
1389643,+c,291288,291312
1389644,-c,291312,291288
1389645,+c,291288,291316
1389646,-c,291316,291288
1389647,+c,291288,291308
1389648,-c,291308,291288
1389649,+c,291288,291309
1389650,-c,291309,291288
1389651,+c,291053,291055
1389652,-c,291055,291053
1389653,+c,291053,291076
1389654,-c,291076,291053
1389655,+c,291053,291077
1389656,-c,291077,291053
1389657,+c,291053,291059
1389658,-c,291059,291053
1389659,+c,460504,291059
1389660,-c,291059,460504
1389661,+c,291053,291060
1389662,-c,291060,291053
1389663,+c,460504,291060
1389664,-c,291060,460504
1389665,+c,291053,291062
1389666,-c,291062,291053
1389667,+c,460504,291062
1389668,-c,291062,460504
1389669,+c,291053,291061
1389670,-c,291061,291053
1389671,+c,460504,291061
1389672,-c,291061,460504
1389673,+c,291053,291064
1389674,-c,291064,291053
1389675,+c,460504,291064
1389676,-c,291064,460504
1389677,+c,291053,291063
1389678,-c,291063,291053
1389679,+c,460504,291063
1389680,-c,291063,460504
1389681,+c,430970,291063
1389682,-c,291063,430970
1389683,+c,291053,291068
1389684,-c,291068,291053
1389685,+c,300505,291068
1389686,-c,291068,300505
1389687,+c,291053,291067
1389688,-c,291067,291053
1389689,+c,299647,291067
1389690,-c,291067,299647
1389691,+c,291053,291065
1389692,-c,291065,291053
1389693,+c,291053,291066
1389694,-c,291066,291053
1389695,+c,291053,291078
1389696,-c,291078,291053
1389697,+c,391334,291078
1389698,-c,291078,391334
1389699,+c,291053,291081
1389700,-c,291081,291053
1389701,+c,291053,291080
1389702,-c,291080,291053
1389703,+c,291053,291079
1389704,-c,291079,291053
1389705,+c,465560,291079
1389706,-c,291079,465560
1389707,+c,291053,291070
1389708,-c,291070,291053
1389709,+c,461239,291070
